<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^DJI,D,20070926,000000,13779.30,13962.61,13741.26,13878.15,3237390000,0
^DJI,D,20070927,000000,13879.53,13991.63,13811.17,13912.94,2872180000,0
^DJI,D,20070928,000000,13912.94,13994.64,13802.96,13895.63,2925350000,0
^DJI,D,20071001,000000,13895.71,14147.30,13869.86,14087.55,3281990000,0
^DJI,D,20071002,000000,14087.14,14166.16,13951.72,14047.31,3101910000,0
^DJI,D,20071003,000000,14038.86,14090.48,13883.43,13968.05,3065320000,0
^DJI,D,20071004,000000,13967.89,14074.54,13894.98,13974.31,2690430000,0
^DJI,D,20071005,000000,13969.07,14169.49,13965.05,14066.01,2919030000,0
^DJI,D,20071008,000000,14065.36,14134.05,13747.41,14043.73,2040650000,0
^DJI,D,20071009,000000,14043.73,14198.83,13980.90,14164.53,2932040000,0
^DJI,D,20071010,000000,14165.02,14225.66,13963.26,14078.69,3044760000,0
^DJI,D,20071011,000000,14079.10,14279.96,13917.82,14015.12,3911260000,0
^DJI,D,20071012,000000,14016.34,14168.51,13949.85,14093.08,2788690000,0
^DJI,D,20071015,000000,14092.43,14157.38,13877.82,13984.80,3139290000,0
^DJI,D,20071016,000000,13986.34,14061.37,13810.68,13912.94,3234560000,0
^DJI,D,20071017,000000,13920.66,14075.84,13738.66,13892.54,3638070000,0
^DJI,D,20071018,000000,13887.90,13984.39,13746.22,13888.96,3203210000,0
^DJI,D,20071019,000000,13888.47,13888.47,13478.94,13522.02,4160970000,0
^DJI,D,20071022,000000,13521.62,13636.80,13337.90,13566.97,3471830000,0
^DJI,D,20071023,000000,13568.93,13754.91,13494.95,13676.23,3309120000,0
^DJI,D,20071024,000000,13675.58,13751.50,13423.74,13675.25,4003300000,0
^DJI,D,20071025,000000,13677.85,13819.78,13471.87,13671.92,4183960000,0
^DJI,D,20071026,000000,13675.66,13885.95,13622.01,13806.70,3612120000,0
^DJI,D,20071029,000000,13807.35,13966.18,13748.33,13870.26,3124480000,0
^DJI,D,20071030,000000,13869.04,13930.91,13719.80,13792.47,3212520000,0
^DJI,D,20071031,000000,13792.06,13990.65,13711.59,13930.01,3953070000,0
^DJI,D,20071101,000000,13924.16,13924.16,13522.75,13567.87,4241470000,0
^DJI,D,20071102,000000,13569.90,13708.58,13381.64,13595.10,4285990000,0
^DJI,D,20071105,000000,13592.58,13666.15,13393.67,13543.40,3819330000,0
^DJI,D,20071106,000000,13542.34,13716.55,13460.73,13660.94,3879160000,0
^DJI,D,20071107,000000,13646.72,13646.72,13269.46,13300.02,4353160000,0
^DJI,D,20071108,000000,13299.70,13463.66,13001.93,13266.29,5439720000,0
^DJI,D,20071109,000000,13261.17,13321.81,12920.65,13042.74,4587050000,0
^DJI,D,20071112,000000,13039.16,13238.73,12910.40,12987.55,4192520000,0
^DJI,D,20071113,000000,12975.11,13357.57,12975.11,13307.09,4141310000,0
^DJI,D,20071114,000000,13305.47,13465.20,13159.88,13231.01,4031470000,0
^DJI,D,20071115,000000,13230.68,13333.59,13007.95,13110.05,3941010000,0
^DJI,D,20071116,000000,13109.48,13293.44,12987.22,13176.79,4168870000,0
^DJI,D,20071119,000000,13176.30,13195.48,12871.14,12958.44,4119650000,0
^DJI,D,20071120,000000,12955.92,13179.23,12800.74,13010.14,4875150000,0
^DJI,D,20071121,000000,13006.65,13055.59,12725.39,12799.04,4076230000,0
^DJI,D,20071123,000000,12889.45,12981.56,12796.29,12980.88,1612720000,0
^DJI,D,20071126,000000,12979.99,13104.44,12707.26,12743.44,3706470000,0
^DJI,D,20071127,000000,12744.78,13040.38,12711.98,12958.44,4320720000,0
^DJI,D,20071128,000000,12958.04,13353.51,12958.04,13289.45,4508020000,0
^DJI,D,20071129,000000,13287.91,13399.03,13150.21,13311.73,3524730000,0
^DJI,D,20071130,000000,13314.25,13570.31,13225.32,13371.72,4422200000,0
^DJI,D,20071203,000000,13368.22,13490.24,13207.60,13314.57,3323250000,0
^DJI,D,20071204,000000,13311.24,13395.21,13139.56,13248.73,3343620000,0
^DJI,D,20071205,000000,13244.01,13513.00,13244.01,13444.96,3663660000,0
^DJI,D,20071206,000000,13445.85,13652.49,13362.37,13619.89,3568570000,0
^DJI,D,20071207,000000,13618.27,13744.02,13514.22,13625.58,3177710000,0
^DJI,D,20071210,000000,13623.55,13807.02,13582.50,13727.03,2911760000,0
^DJI,D,20071211,000000,13726.87,13850.92,13374.89,13432.77,4080180000,0
^DJI,D,20071212,000000,13434.80,13778.98,13299.61,13473.90,4482120000,0
^DJI,D,20071213,000000,13473.98,13586.73,13281.00,13517.96,3635170000,0
^DJI,D,20071214,000000,13515.11,13557.54,13284.66,13339.85,3401050000,0
^DJI,D,20071217,000000,13339.20,13378.38,13111.92,13167.20,3569030000,0
^DJI,D,20071218,000000,13168.66,13346.84,13059.32,13232.47,3723690000,0
^DJI,D,20071219,000000,13231.98,13368.79,13097.77,13207.27,3401300000,0
^DJI,D,20071220,000000,13206.46,13354.00,13112.98,13245.64,3526890000,0
^DJI,D,20071221,000000,13241.66,13518.20,13241.66,13450.65,4508590000,0
^DJI,D,20071224,000000,13487.12,13562.72,13451.35,13550.04,2200000,0
^DJI,D,20071226,000000,13547.95,13614.53,13440.16,13551.69,2010500000,0
^DJI,D,20071227,000000,13549.17,13551.53,13325.71,13359.61,2365770000,0
^DJI,D,20071228,000000,13361.23,13494.30,13272.14,13365.87,2420510000,0
^DJI,D,20071231,000000,13364.16,13423.91,13197.35,13264.82,2440880000,0
^DJI,D,20080102,000000,13261.82,13338.23,12969.42,13043.96,3452650000,0
