<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^DJI,D,20031119,000000,9620.68,9731.94,9584.31,9690.46,1326200000,0
^DJI,D,20031120,000000,9688.46,9756.09,9576.91,9619.42,1326700000,0
^DJI,D,20031121,000000,9622.02,9692.53,9556.68,9628.53,1273800000,0
^DJI,D,20031124,000000,9629.87,9788.60,9629.87,9747.79,1302800000,0
^DJI,D,20031125,000000,9748.68,9821.94,9679.13,9763.94,1333700000,0
^DJI,D,20031126,000000,9763.49,9838.01,9689.05,9779.57,1097700000,0
^DJI,D,20031128,000000,9779.72,9832.16,9733.20,9782.46,487220000,0
^DJI,D,20031201,000000,9785.35,9943.34,9777.64,9899.05,1375000000,0
^DJI,D,20031202,000000,9899.64,9936.97,9798.83,9853.64,1383200000,0
^DJI,D,20031203,000000,9851.94,9974.45,9824.31,9873.42,1441700000,0
^DJI,D,20031204,000000,9874.83,9978.08,9814.97,9930.82,1463100000,0
^DJI,D,20031205,000000,9923.27,9954.16,9819.05,9862.68,1265900000,0
^DJI,D,20031208,000000,9862.01,9997.34,9824.83,9965.27,1218900000,0
^DJI,D,20031209,000000,9966.45,10048.75,9887.57,9923.42,1465500000,0
^DJI,D,20031210,000000,9922.38,10000.53,9848.97,9921.86,1444000000,0
^DJI,D,20031211,000000,9922.45,10056.97,9896.16,10008.16,1441100000,0
^DJI,D,20031212,000000,10008.75,10091.71,9946.60,10042.16,1223100000,0
^DJI,D,20031215,000000,10046.53,10180.97,9994.38,10022.82,1520800000,0
^DJI,D,20031216,000000,10023.34,10173.19,9986.23,10129.56,1547900000,0
^DJI,D,20031217,000000,10128.75,10186.67,10040.08,10145.26,1441700000,0
^DJI,D,20031218,000000,10141.41,10278.82,10117.78,10248.08,1579900000,0
^DJI,D,20031219,000000,10249.48,10345.44,10189.63,10278.22,1657300000,0
^DJI,D,20031222,000000,10276.48,10371.11,10216.08,10338.00,1251700000,0
^DJI,D,20031223,000000,10337.56,10421.48,10265.71,10341.26,1145300000,0
^DJI,D,20031224,000000,10341.41,10365.63,10263.04,10305.19,518060000,0
^DJI,D,20031226,000000,10305.85,10368.89,10282.22,10324.67,356070000,0
^DJI,D,20031229,000000,10321.35,10457.78,10319.70,10450.00,1058800000,0
^DJI,D,20031230,000000,10449.70,10493.11,10374.52,10425.04,1012600000,0
^DJI,D,20031231,000000,10426.30,10494.44,10382.89,10453.92,1027500000,0
^DJI,D,20040102,000000,10452.74,10554.96,10367.41,10409.85,1153200000,0
^DJI,D,20040105,000000,10411.85,10575.92,10411.85,10544.07,1578200000,0
^DJI,D,20040106,000000,10543.85,10584.07,10454.37,10538.66,1494500000,0
^DJI,D,20040107,000000,10535.46,10587.55,10432.00,10529.03,1704900000,0
^DJI,D,20040108,000000,10530.07,10651.99,10480.59,10592.44,1868400000,0
^DJI,D,20040109,000000,10589.25,10603.48,10420.52,10458.89,1720700000,0
^DJI,D,20040112,000000,10461.55,10543.03,10389.85,10485.18,1510200000,0
^DJI,D,20040113,000000,10485.18,10539.25,10341.19,10427.18,1595900000,0
^DJI,D,20040114,000000,10428.67,10573.85,10426.89,10538.37,1514600000,0
^DJI,D,20040115,000000,10534.52,10639.03,10454.52,10553.85,1695000000,0
^DJI,D,20040116,000000,10556.37,10666.88,10503.70,10600.51,1721100000,0
^DJI,D,20040120,000000,10601.40,10676.96,10447.92,10528.66,1698200000,0
^DJI,D,20040121,000000,10522.77,10665.70,10453.11,10623.62,1757600000,0
^DJI,D,20040122,000000,10624.22,10717.40,10545.03,10623.18,1693700000,0
^DJI,D,20040123,000000,10625.25,10691.77,10490.14,10568.29,1561200000,0
^DJI,D,20040126,000000,10568.00,10725.18,10510.44,10702.51,1480600000,0
^DJI,D,20040127,000000,10701.10,10748.81,10579.33,10609.92,1673100000,0
^DJI,D,20040128,000000,10610.07,10703.25,10412.44,10468.37,1842000000,0
^DJI,D,20040129,000000,10467.41,10611.56,10369.92,10510.29,1921900000,0
^DJI,D,20040130,000000,10510.22,10551.03,10385.56,10488.07,1635000000,0
^DJI,D,20040202,000000,10487.78,10614.44,10395.55,10499.18,1599200000,0
^DJI,D,20040203,000000,10499.48,10571.48,10414.15,10505.18,1476900000,0
^DJI,D,20040204,000000,10503.11,10567.85,10394.81,10470.74,1634800000,0
^DJI,D,20040205,000000,10469.33,10566.37,10399.92,10495.55,1566600000,0
^DJI,D,20040206,000000,10494.89,10634.81,10433.70,10593.03,1477600000,0
^DJI,D,20040209,000000,10592.00,10634.81,10433.70,10579.03,1303500000,0
^DJI,D,20040210,000000,10578.74,10667.03,10511.18,10613.85,1403900000,0
^DJI,D,20040211,000000,10605.48,10779.40,10561.55,10737.70,1699300000,0
^DJI,D,20040212,000000,10735.18,10775.03,10636.44,10694.07,1464300000,0
^DJI,D,20040213,000000,10696.22,10755.47,10578.66,10627.85,1329200000,0
^DJI,D,20040217,000000,10628.88,10762.07,10628.88,10714.88,1396500000,0
^DJI,D,20040218,000000,10706.68,10764.36,10623.62,10671.99,1382400000,0
^DJI,D,20040219,000000,10674.59,10794.95,10626.44,10664.73,1562800000,0
^DJI,D,20040220,000000,10666.29,10722.77,10559.11,10619.03,1479600000,0
^DJI,D,20040223,000000,10619.55,10711.84,10508.89,10609.62,1380400000,0
^DJI,D,20040224,000000,10609.55,10681.40,10479.33,10566.37,1543600000,0
^DJI,D,20040225,000000,10566.59,10660.73,10509.40,10601.62,1360700000,0
^DJI,D,20040226,000000,10598.14,10652.96,10493.70,10580.14,1383900000,0
^DJI,D,20040227,000000,10581.55,10689.55,10519.03,10583.92,1540400000,0
^DJI,D,20040301,000000,10582.25,10720.14,10568.74,10678.14,1497100000,0
^DJI,D,20040302,000000,10678.36,10713.92,10539.40,10591.48,1476000000,0
^DJI,D,20040303,000000,10588.59,10651.03,10506.66,10593.11,1334500000,0
^DJI,D,20040304,000000,10593.48,10645.33,10522.59,10588.00,1265800000,0
^DJI,D,20040305,000000,10582.59,10681.40,10497.11,10595.55,1398200000,0
^DJI,D,20040308,000000,10595.37,10677.85,10505.85,10529.48,1254400000,0
^DJI,D,20040309,000000,10529.52,10567.03,10391.48,10456.96,1499400000,0
^DJI,D,20040310,000000,10457.59,10523.11,10259.34,10296.89,1648400000,0
^DJI,D,20040311,000000,10288.85,10356.22,10102.75,10128.38,1889900000,0
^DJI,D,20040312,000000,10130.67,10281.63,10097.04,10240.08,1388500000,0
^DJI,D,20040315,000000,10238.45,10252.68,10066.08,10102.89,1600600000,0
^DJI,D,20040316,000000,10103.41,10253.26,10085.34,10184.67,1500700000,0
^DJI,D,20040317,000000,10184.30,10356.59,10184.30,10300.30,1490100000,0
^DJI,D,20040318,000000,10298.96,10355.04,10187.78,10295.78,1369200000,0
^DJI,D,20040319,000000,10295.85,10355.41,10163.71,10186.60,1457400000,0
^DJI,D,20040322,000000,10185.93,10185.93,9985.19,10064.75,1452300000,0
^DJI,D,20040323,000000,10066.67,10177.04,10020.75,10063.64,1458200000,0
^DJI,D,20040324,000000,10065.41,10140.23,9975.86,10048.23,1527800000,0
^DJI,D,20040325,000000,10049.56,10246.15,10049.56,10218.82,1471700000,0
^DJI,D,20040326,000000,10218.37,10306.22,10145.63,10212.97,1319100000,0
^DJI,D,20040329,000000,10212.91,10389.93,10212.91,10329.63,1405500000,0
^DJI,D,20040330,000000,10327.63,10411.41,10264.15,10381.70,1332400000,0
^DJI,D,20040331,000000,10380.89,10428.59,10287.11,10357.70,1560700000,0
^DJI,D,20040401,000000,10357.52,10449.33,10299.48,10373.33,1560700000,0
^DJI,D,20040402,000000,10375.33,10548.74,10375.33,10470.59,1629200000,0
^DJI,D,20040405,000000,10470.59,10582.22,10423.33,10558.37,1413700000,0
^DJI,D,20040406,000000,10553.76,10596.37,10467.26,10570.81,1397700000,0
^DJI,D,20040407,000000,10569.26,10580.51,10422.74,10480.15,1458800000,0
^DJI,D,20040408,000000,10482.77,10590.15,10383.84,10442.03,1199800000,0
^DJI,D,20040412,000000,10444.38,10559.28,10439.27,10515.56,1102400000,0
^DJI,D,20040413,000000,10516.05,10572.13,10343.17,10381.28,1423200000,0
^DJI,D,20040414,000000,10378.10,10453.39,10259.35,10377.95,1547700000,0
^DJI,D,20040415,000000,10377.95,10481.21,10279.37,10397.46,1568700000,0
^DJI,D,20040416,000000,10398.32,10500.57,10343.74,10451.97,1487800000,0
^DJI,D,20040419,000000,10451.62,10501.79,10351.97,10437.85,1194900000,0
^DJI,D,20040420,000000,10437.85,10530.61,10297.39,10314.50,1508500000,0
^DJI,D,20040421,000000,10311.87,10398.53,10200.38,10317.27,1738100000,0
^DJI,D,20040422,000000,10314.99,10529.12,10255.88,10461.20,1826700000,0
^DJI,D,20040423,000000,10463.11,10543.95,10362.97,10472.84,1396100000,0
^DJI,D,20040426,000000,10472.91,10540.26,10396.75,10444.73,1290600000,0
^DJI,D,20040427,000000,10445.38,10570.92,10410.52,10478.16,1518000000,0
^DJI,D,20040428,000000,10476.67,10479.58,10301.65,10342.60,1855600000,0
^DJI,D,20040429,000000,10339.41,10443.81,10199.31,10272.27,1859000000,0
^DJI,D,20040430,000000,10273.06,10374.61,10198.39,10225.57,1634700000,0
^DJI,D,20040503,000000,10227.27,10365.74,10199.67,10314.00,1571600000,0
^DJI,D,20040504,000000,10314.32,10403.14,10232.31,10317.20,1662100000,0
^DJI,D,20040505,000000,10316.98,10382.98,10249.63,10310.95,1469000000,0
^DJI,D,20040506,000000,10308.20,10332.10,10147.21,10241.26,1509300000,0
^DJI,D,20040507,000000,10240.62,10302.93,10086.94,10117.34,1653600000,0
^DJI,D,20040510,000000,10116.28,10116.28,9881.86,9990.02,1918400000,0
^DJI,D,20040511,000000,9989.24,10092.78,9928.91,10019.47,1533800000,0
^DJI,D,20040512,000000,10011.52,10089.87,9822.10,10045.16,1697600000,0
^DJI,D,20040513,000000,10044.31,10100.24,9924.94,10010.74,1411100000,0
^DJI,D,20040514,000000,10008.43,10096.69,9912.45,10012.87,1335900000,0
^DJI,D,20040517,000000,10009.92,10009.92,9827.21,9906.91,1430100000,0
^DJI,D,20040518,000000,9906.71,10028.27,9895.77,9968.51,1353000000,0
^DJI,D,20040519,000000,9962.55,10124.79,9919.90,9937.71,1548600000,0
^DJI,D,20040520,000000,9939.12,10014.50,9867.73,9937.64,1211000000,0
^DJI,D,20040521,000000,9939.34,10058.50,9910.81,9966.74,1258600000,0
^DJI,D,20040524,000000,9968.02,10084.91,9891.22,9958.43,1227500000,0
^DJI,D,20040525,000000,9958.08,10139.27,9895.41,10117.62,1545700000,0
^DJI,D,20040526,000000,10116.84,10175.75,10034.16,10109.89,1369400000,0
^DJI,D,20040527,000000,10109.89,10267.66,10106.13,10205.20,1447500000,0
^DJI,D,20040528,000000,10205.83,10250.27,10137.14,10188.45,1172600000,0
^DJI,D,20040601,000000,10187.18,10254.17,10104.07,10202.65,1238000000,0
^DJI,D,20040602,000000,10199.78,10310.10,10170.57,10262.97,1251700000,0
^DJI,D,20040603,000000,10261.85,10309.46,10163.40,10195.91,1232400000,0
^DJI,D,20040604,000000,10196.83,10327.84,10196.83,10242.82,1115300000,0
^DJI,D,20040607,000000,10243.31,10410.81,10243.31,10391.08,1211800000,0
^DJI,D,20040608,000000,10389.41,10462.97,10323.94,10432.52,1190300000,0
^DJI,D,20040609,000000,10431.10,10466.59,10325.07,10368.44,1276800000,0
^DJI,D,20040610,000000,10367.80,10448.00,10333.94,10410.10,1160600000,0
^DJI,D,20040614,000000,10401.23,10403.50,10283.48,10334.73,1179400000,0
^DJI,D,20040615,000000,10336.51,10464.04,10319.89,10380.43,1345900000,0
^DJI,D,20040616,000000,10380.23,10433.52,10320.60,10379.58,1168400000,0
^DJI,D,20040617,000000,10378.59,10417.69,10308.25,10377.52,1296700000,0
^DJI,D,20040618,000000,10375.82,10471.84,10328.20,10416.41,1500600000,0
^DJI,D,20040621,000000,10417.82,10471.76,10336.44,10371.47,1123900000,0
^DJI,D,20040622,000000,10370.21,10431.05,10284.24,10395.07,1382300000,0
^DJI,D,20040623,000000,10395.14,10498.67,10323.32,10479.57,1444200000,0
^DJI,D,20040624,000000,10477.43,10530.01,10398.16,10443.81,1394900000,0
^DJI,D,20040625,000000,10444.24,10514.67,10329.88,10371.84,1812900000,0
^DJI,D,20040628,000000,10377.52,10505.16,10317.64,10357.09,1354600000,0
^DJI,D,20040629,000000,10356.35,10460.25,10315.65,10413.43,1375000000,0
^DJI,D,20040630,000000,10413.43,10489.16,10348.98,10435.48,1473800000,0
^DJI,D,20040701,000000,10434.00,10473.23,10255.55,10334.16,1495700000,0
^DJI,D,20040702,000000,10334.00,10371.40,10228.71,10282.83,1085000000,0
^DJI,D,20040706,000000,10280.26,10308.43,10163.60,10219.34,1283300000,0
^DJI,D,20040707,000000,10211.92,10300.53,10156.45,10240.29,1328600000,0
^DJI,D,20040708,000000,10238.52,10297.73,10134.99,10171.56,1401100000,0
^DJI,D,20040709,000000,10173.12,10277.16,10150.32,10213.22,1186300000,0
^DJI,D,20040712,000000,10211.75,10284.39,10130.42,10238.22,1114600000,0
^DJI,D,20040713,000000,10238.37,10297.58,10188.45,10247.59,1199700000,0
^DJI,D,20040714,000000,10232.84,10313.95,10129.31,10208.80,1462000000,0
^DJI,D,20040715,000000,10208.20,10275.27,10115.81,10163.16,1408700000,0
^DJI,D,20040716,000000,10162.34,10289.40,10095.32,10139.78,1450300000,0
^DJI,D,20040719,000000,10140.95,10211.60,10027.33,10094.06,1319900000,0
^DJI,D,20040720,000000,10094.43,10186.90,10031.24,10149.07,1445800000,0
^DJI,D,20040721,000000,10156.30,10279.96,10027.92,10046.13,1679500000,0
^DJI,D,20040722,000000,10047.60,10114.41,9906.62,10050.33,1680800000,0
^DJI,D,20040723,000000,10045.46,10069.51,9893.93,9962.22,1337500000,0
^DJI,D,20040726,000000,9964.71,10054.32,9874.38,9961.92,1413400000,0
^DJI,D,20040727,000000,9963.54,10133.95,9942.75,10085.14,1610800000,0
^DJI,D,20040728,000000,10084.03,10170.31,9966.34,10117.07,1554300000,0
^DJI,D,20040729,000000,10115.52,10213.08,10049.74,10129.24,1530100000,0
^DJI,D,20040730,000000,10129.12,10194.13,10045.76,10139.71,1298200000,0
^DJI,D,20040802,000000,10138.45,10224.29,10063.75,10179.16,1276000000,0
^DJI,D,20040803,000000,10178.27,10228.49,10064.57,10120.24,1338300000,0
^DJI,D,20040804,000000,10117.96,10186.16,10029.02,10126.51,1369200000,0
^DJI,D,20040805,000000,10127.10,10158.44,9945.84,9963.03,1397400000,0
^DJI,D,20040806,000000,9960.67,9963.47,9767.54,9815.33,1521000000,0
^DJI,D,20040809,000000,9816.14,9902.49,9773.74,9814.66,1086000000,0
^DJI,D,20040810,000000,9815.55,9961.70,9798.44,9944.67,1245600000,0
^DJI,D,20040811,000000,9931.24,9981.61,9804.63,9938.32,1410400000,0
^DJI,D,20040812,000000,9936.48,9940.02,9780.52,9814.59,1405100000,0
^DJI,D,20040813,000000,9814.11,9897.34,9746.60,9825.35,1175100000,0
^DJI,D,20040816,000000,9825.35,9987.58,9807.44,9954.55,1206200000,0
^DJI,D,20040817,000000,9955.50,10053.21,9916.05,9972.83,1267800000,0
^DJI,D,20040818,000000,9964.22,10097.01,9910.82,10083.15,1282500000,0
^DJI,D,20040819,000000,10082.78,10111.91,9972.39,10040.82,1249400000,0
^DJI,D,20040820,000000,10040.81,10143.76,9989.65,10110.14,1199900000,0
^DJI,D,20040823,000000,10111.10,10159.54,10046.72,10073.05,1021900000,0
^DJI,D,20040824,000000,10074.89,10165.07,10044.66,10098.63,1092500000,0
^DJI,D,20040825,000000,10098.49,10224.29,10041.93,10181.74,1192200000,0
^DJI,D,20040826,000000,10181.07,10225.61,10124.88,10173.41,1023600000,0
^DJI,D,20040827,000000,10174.07,10235.49,10143.91,10195.01,845400000,0
^DJI,D,20040830,000000,10193.83,10226.87,10110.43,10122.52,843100000,0
^DJI,D,20040831,000000,10121.97,10198.03,10056.09,10173.92,1138200000,0
^DJI,D,20040901,000000,10170.12,10230.48,10092.37,10168.46,1142100000,0
^DJI,D,20040902,000000,10168.39,10312.99,10129.01,10290.28,1118400000,0
^DJI,D,20040903,000000,10277.82,10346.99,10229.52,10260.20,924170000,0
^DJI,D,20040907,000000,10261.52,10388.95,10255.62,10341.16,1214400000,0
^DJI,D,20040908,000000,10342.42,10390.64,10267.94,10313.36,1246300000,0
^DJI,D,20040909,000000,10313.36,10337.33,10269.49,10289.10,1371300000,0
^DJI,D,20040910,000000,10289.47,10348.68,10196.19,10313.07,1261200000,0
^DJI,D,20040913,000000,10306.65,10380.47,10250.61,10314.76,1299800000,0
^DJI,D,20040914,000000,10315.13,10374.79,10260.93,10318.16,1204500000,0
^DJI,D,20040915,000000,10316.90,10324.87,10195.60,10231.36,1256000000,0
^DJI,D,20040916,000000,10231.59,10315.72,10194.35,10244.49,1113900000,0
^DJI,D,20040917,000000,10245.82,10352.37,10219.71,10284.46,1422600000,0
^DJI,D,20040920,000000,10283.87,10293.23,10152.90,10204.89,1197600000,0
^DJI,D,20040921,000000,10204.52,10291.39,10159.54,10244.93,1325000000,0
^DJI,D,20040922,000000,10244.05,10244.05,10075.33,10109.18,1379900000,0
^DJI,D,20040923,000000,10108.29,10134.84,9999.67,10038.90,1286300000,0
^DJI,D,20040924,000000,10039.42,10111.39,9993.92,10047.24,1255400000,0
^DJI,D,20040927,000000,10046.65,10077.32,9952.78,9988.54,1263500000,0
^DJI,D,20040928,000000,9989.73,10132.04,9950.71,10077.40,1396600000,0
^DJI,D,20040929,000000,10078.06,10160.50,10002.57,10136.24,1402900000,0
^DJI,D,20040930,000000,10136.38,10155.49,9987.36,10080.27,1748000000,0
^DJI,D,20041001,000000,10082.04,10237.05,10081.38,10192.65,1582200000,0
^DJI,D,20041004,000000,10191.40,10313.81,10153.79,10216.54,1534000000,0
^DJI,D,20041005,000000,10216.76,10253.93,10123.19,10177.68,1418400000,0
^DJI,D,20041006,000000,10170.70,10267.14,10112.20,10239.92,1416700000,0
^DJI,D,20041007,000000,10239.84,10267.57,10086.83,10125.40,1447500000,0
^DJI,D,20041008,000000,10124.11,10177.53,10013.91,10055.20,1291600000,0
^DJI,D,20041011,000000,10056.09,10142.74,10017.67,10081.97,943800000,0
^DJI,D,20041012,000000,10080.42,10121.49,9985.44,10077.18,1320100000,0
^DJI,D,20041013,000000,10085.21,10157.11,9935.08,10002.33,1546200000,0
^DJI,D,20041014,000000,10002.54,10048.48,9837.22,9894.45,1489500000,0
^DJI,D,20041015,000000,9895.63,10022.31,9845.56,9933.38,1645100000,0
^DJI,D,20041018,000000,9932.98,10002.18,9816.73,9956.32,1373300000,0
^DJI,D,20041019,000000,9958.38,10064.20,9854.19,9897.62,1737500000,0
^DJI,D,20041020,000000,9895.19,9957.05,9766.95,9886.93,1685700000,0
^DJI,D,20041021,000000,9884.65,9969.07,9769.16,9865.76,1673000000,0
^DJI,D,20041022,000000,9863.85,9920.99,9732.81,9757.81,1469600000,0
^DJI,D,20041025,000000,9757.22,9827.20,9660.18,9749.99,1380500000,0
^DJI,D,20041026,000000,9750.59,9914.65,9718.94,9888.48,1685400000,0
^DJI,D,20041027,000000,9888.25,10051.96,9807.80,10002.03,1741900000,0
^DJI,D,20041028,000000,9998.94,10074.89,9900.42,10004.54,1628200000,0
^DJI,D,20041029,000000,10004.69,10083.44,9936.77,10027.47,1500800000,0
^DJI,D,20041101,000000,10028.73,10124.44,9953.29,10054.39,1395900000,0
^DJI,D,20041102,000000,10053.87,10180.85,9976.29,10035.73,1659000000,0
^DJI,D,20041103,000000,10137.05,10253.27,10062.80,10137.05,1767500000,0
^DJI,D,20041104,000000,10132.48,10352.81,10076.36,10314.76,1782700000,0
^DJI,D,20041105,000000,10317.05,10458.10,10279.96,10387.54,1724400000,0
^DJI,D,20041108,000000,10385.15,10452.58,10313.51,10391.31,1358700000,0
^DJI,D,20041109,000000,10387.62,10466.81,10327.00,10386.37,1450800000,0
^DJI,D,20041110,000000,10378.59,10470.21,10330.54,10385.48,1504300000,0
^DJI,D,20041111,000000,10386.95,10513.42,10364.10,10469.84,1393000000,0
^DJI,D,20041112,000000,10469.21,10565.48,10419.77,10539.01,1531600000,0
^DJI,D,20041115,000000,10541.89,10612.31,10463.34,10550.24,1453300000,0
^DJI,D,20041116,000000,10549.79,10570.56,10445.31,10487.65,1364400000,0
^DJI,D,20041117,000000,10481.83,10655.09,10470.21,10549.57,1684200000,0
^DJI,D,20041118,000000,10549.20,10639.43,10499.62,10572.55,1456700000,0
^DJI,D,20041119,000000,10571.63,10588.29,10419.89,10456.91,1526600000,0
^DJI,D,20041122,000000,10455.73,10535.46,10380.95,10489.42,1392700000,0
^DJI,D,20041123,000000,10486.69,10547.28,10407.18,10492.60,1428300000,0
^DJI,D,20041124,000000,10493.86,10565.76,10451.66,10520.31,1149600000,0
^DJI,D,20041126,000000,10518.69,10574.70,10479.52,10522.23,504580000,0
^DJI,D,20041129,000000,10520.64,10590.73,10390.92,10475.90,1378500000,0
^DJI,D,20041130,000000,10475.27,10530.80,10380.58,10428.02,1553500000,0
^DJI,D,20041201,000000,10425.80,10618.59,10421.66,10590.22,1772800000,0
^DJI,D,20041202,000000,10590.44,10670.02,10485.21,10585.12,1774900000,0
^DJI,D,20041203,000000,10597.90,10670.47,10515.73,10592.21,1566700000,0
^DJI,D,20041206,000000,10591.32,10614.82,10490.31,10547.06,1354400000,0
^DJI,D,20041207,000000,10546.80,10612.90,10423.21,10440.58,1533900000,0
^DJI,D,20041208,000000,10438.77,10550.16,10395.05,10494.23,1525200000,0
^DJI,D,20041209,000000,10492.45,10579.94,10389.81,10552.82,1624700000,0
^DJI,D,20041210,000000,10552.16,10616.23,10469.62,10543.22,1443700000,0
^DJI,D,20041213,000000,10543.44,10678.52,10520.61,10638.32,1436100000,0
^DJI,D,20041214,000000,10640.53,10715.76,10571.67,10676.45,1544400000,0
^DJI,D,20041215,000000,10675.71,10749.53,10601.74,10691.45,1695800000,0
^DJI,D,20041216,000000,10691.71,10776.43,10612.31,10705.64,1793900000,0
^DJI,D,20041217,000000,10704.83,10766.01,10562.76,10649.92,2335000000,0
^DJI,D,20041220,000000,10652.14,10769.13,10622.20,10661.60,1422800000,0
^DJI,D,20041221,000000,10661.89,10789.66,10646.60,10759.43,1483700000,0
^DJI,D,20041222,000000,10752.34,10861.33,10709.78,10815.89,1390800000,0
^DJI,D,20041223,000000,10815.00,10895.10,10780.12,10827.12,956100000,0
^DJI,D,20041227,000000,10828.01,10892.52,10755.67,10776.13,922000000,0
^DJI,D,20041228,000000,10776.06,10890.82,10774.51,10854.54,984200000,0
^DJI,D,20041229,000000,10853.72,10872.71,10771.26,10829.19,924900000,0
^DJI,D,20041230,000000,10829.12,10880.03,10781.67,10800.30,829800000,0
^DJI,D,20041231,000000,10800.30,10849.81,10759.94,10783.01,786900000,0
^DJI,D,20050103,000000,10783.75,10892.67,10694.18,10729.43,1505900000,0
^DJI,D,20050104,000000,10727.81,10803.62,10587.48,10630.78,1720200000,0
^DJI,D,20050105,000000,10629.53,10736.16,10561.03,10597.83,1738900000,0
^DJI,D,20050106,000000,10593.19,10708.37,10555.48,10622.88,1569100000,0
^DJI,D,20050107,000000,10624.80,10697.81,10545.80,10603.96,1477900000,0
^DJI,D,20050110,000000,10603.44,10696.85,10544.99,10621.03,1490400000,0
^DJI,D,20050111,000000,10619.77,10632.63,10504.72,10556.22,1488800000,0
^DJI,D,20050112,000000,10561.32,10648.52,10481.37,10617.78,1562100000,0
^DJI,D,20050113,000000,10617.41,10650.96,10463.26,10505.83,1510300000,0
^DJI,D,20050114,000000,10506.71,10606.47,10475.01,10558.00,1335400000,0
^DJI,D,20050118,000000,10554.23,10665.44,10456.61,10628.79,1596800000,0
^DJI,D,20050119,000000,10626.05,10668.40,10519.20,10539.97,1498700000,0
^DJI,D,20050120,000000,10538.90,10582.09,10414.72,10471.47,1692000000,0
^DJI,D,20050121,000000,10471.98,10541.30,10370.97,10392.99,1643500000,0
^DJI,D,20050124,000000,10393.58,10491.71,10317.10,10368.61,1494600000,0
^DJI,D,20050125,000000,10369.42,10534.72,10369.42,10461.56,1610400000,0
^DJI,D,20050126,000000,10463.19,10571.66,10433.56,10498.59,1635900000,0
^DJI,D,20050127,000000,10498.14,10535.16,10379.47,10467.40,1600600000,0
